feature_type,pc1,pc2,modality,modality_key,foreground,patch_idx,frame_idx,seq,sample_id,weather,fg_gate,sensor_reliability
raw,4.265476,8.384699,LiDAR,spatial_features_2d,1,1315,0,1,00182,urban,0.2261252,0.9983204
raw,4.040106,8.59214,LiDAR,spatial_features_2d,1,1132,0,1,00182,urban,0.1682607,0.9988317
raw,2.55702,5.94833,LiDAR,spatial_features_2d,1,1133,0,1,00182,urban,0.4720919,0.9999976
raw,4.501558,9.231179,LiDAR,spatial_features_2d,0,1183,0,1,00182,urban,0.1848765,0.9676877
raw,3.476005,8.477849,LiDAR,spatial_features_2d,0,889,0,1,00182,urban,0.168148,0.9950004
raw,4.481122,7.985617,LiDAR,spatial_features_2d,0,1216,0,1,00182,urban,0.1289272,0.9870197
raw,3.773717,8.766952,LiDAR,spatial_features_2d,0,1165,0,1,00182,urban,0.08417653,0.9915546
raw,9.9212,-6.663711,4D Radar,bev_feat,1,487,0,1,00182,urban,0.2976599,0.0003230951
raw,10.06418,-6.59931,4D Radar,bev_feat,1,1134,0,1,00182,urban,0.5312731,1.043596e-07
raw,10.41387,-5.40439,4D Radar,bev_feat,1,1404,0,1,00182,urban,0.1289883,0.001195381
raw,9.614983,-5.916708,4D Radar,bev_feat,1,402,0,1,00182,urban,0.2333616,0.0006665618
raw,9.914363,-5.093225,4D Radar,bev_feat,1,1040,0,1,00182,urban,0.1184578,0.00218897
raw,10.50781,-6.260697,4D Radar,bev_feat,1,1315,0,1,00182,urban,0.2261252,0.0002378386
raw,10.39504,-5.695271,4D Radar,bev_feat,1,1132,0,1,00182,urban,0.1682607,0.0001370898
raw,10.45509,-6.190918,4D Radar,bev_feat,1,1133,0,1,00182,urban,0.4720919,2.612052e-07
raw,10.30988,-5.143763,4D Radar,bev_feat,0,1183,0,1,00182,urban,0.1848765,0.005230309
raw,10.4693,-6.322207,4D Radar,bev_feat,0,889,0,1,00182,urban,0.168148,0.0006084123
raw,10.44584,-5.533734,4D Radar,bev_feat,0,1216,0,1,00182,urban,0.1289272,0.001575905
raw,10.04693,-5.434484,4D Radar,bev_feat,0,1165,0,1,00182,urban,0.08417653,0.0008684183
raw,-13.94746,-1.998021,Camera,cam_bev_feat,1,492,1,1,00183,urban,0.1823235,0.007925929
raw,-13.93927,-1.968656,Camera,cam_bev_feat,1,309,1,1,00183,urban,0.2018585,0.001580459
raw,-14.01358,-1.936797,Camera,cam_bev_feat,1,486,1,1,00183,urban,0.3104772,0.0002201587
raw,-13.91082,-1.918406,Camera,cam_bev_feat,1,306,1,1,00183,urban,0.1289414,0.004997756
raw,-13.94685,-1.963233,Camera,cam_bev_feat,1,1220,1,1,00183,urban,0.7510496,1.233483e-07
raw,-13.95548,-1.990698,Camera,cam_bev_feat,1,310,1,1,00183,urban,0.1993139,0.0008763616
raw,-14.01878,-2.090186,Camera,cam_bev_feat,1,578,1,1,00183,urban,0.263334,0.01150876
raw,-13.97278,-1.978135,Camera,cam_bev_feat,1,491,1,1,00183,urban,0.4410713,0.0001320399
raw,-13.13485,-1.587736,Camera,cam_bev_feat,0,456,1,1,00183,urban,0.101799,0.0282266
raw,-13.90627,-1.926259,Camera,cam_bev_feat,0,1125,1,1,00183,urban,0.1486019,0.004900774
raw,-13.83045,-2.029463,Camera,cam_bev_feat,0,322,1,1,00183,urban,0.1095032,0.00304554
raw,-13.91365,-1.872272,Camera,cam_bev_feat,0,1279,1,1,00183,urban,0.1147037,0.009639595
raw,4.130877,8.829555,LiDAR,spatial_features_2d,1,492,1,1,00183,urban,0.1823235,0.990812
raw,3.89704,8.517804,LiDAR,spatial_features_2d,1,309,1,1,00183,urban,0.2018585,0.9981766
raw,3.958888,7.705042,LiDAR,spatial_features_2d,1,486,1,1,00183,urban,0.3104772,0.9997482
raw,4.411413,8.798465,LiDAR,spatial_features_2d,1,306,1,1,00183,urban,0.1289414,0.9944042
raw,-1.336365,0.2103446,LiDAR,spatial_features_2d,1,1220,1,1,00183,urban,0.7510496,0.9999999
raw,3.959893,8.213119,LiDAR,spatial_features_2d,1,310,1,1,00183,urban,0.1993139,0.9989931
raw,4.553919,8.550159,LiDAR,spatial_features_2d,1,578,1,1,00183,urban,0.263334,0.9866274
raw,3.595573,5.890657,LiDAR,spatial_features_2d,1,491,1,1,00183,urban,0.4410713,0.9998448
raw,4.028996,9.028362,LiDAR,spatial_features_2d,0,456,1,1,00183,urban,0.101799,0.9670588
raw,4.628229,8.741414,LiDAR,spatial_features_2d,0,1125,1,1,00183,urban,0.1486019,0.9944173
raw,3.686614,8.593875,LiDAR,spatial_features_2d,0,322,1,1,00183,urban,0.1095032,0.9965708
raw,4.517926,8.76094,LiDAR,spatial_features_2d,0,1279,1,1,00183,urban,0.1147037,0.9892026
raw,9.534903,-6.063334,4D Radar,bev_feat,1,492,1,1,00183,urban,0.1823235,0.001262023
raw,10.41754,-5.869272,4D Radar,bev_feat,1,309,1,1,00183,urban,0.2018585,0.0002429629
raw,10.44401,-6.328901,4D Radar,bev_feat,1,486,1,1,00183,urban,0.3104772,3.172329e-05
raw,10.19774,-5.919683,4D Radar,bev_feat,1,306,1,1,00183,urban,0.1289414,0.000598049
raw,10.52189,-6.131085,4D Radar,bev_feat,1,1220,1,1,00183,urban,0.7510496,1.549654e-08
raw,10.19615,-5.77165,4D Radar,bev_feat,1,310,1,1,00183,urban,0.1993139,0.0001305709
raw,10.17894,-6.447115,4D Radar,bev_feat,1,578,1,1,00183,urban,0.263334,0.001863904
raw,7.970868,-6.099494,4D Radar,bev_feat,1,491,1,1,00183,urban,0.4410713,2.311135e-05
raw,8.507539,-3.852195,4D Radar,bev_feat,0,456,1,1,00183,urban,0.101799,0.004714706
raw,10.45632,-5.727786,4D Radar,bev_feat,0,1125,1,1,00183,urban,0.1486019,0.0006819583
raw,10.37622,-5.902287,4D Radar,bev_feat,0,322,1,1,00183,urban,0.1095032,0.0003836676
raw,9.815515,-5.481249,4D Radar,bev_feat,0,1279,1,1,00183,urban,0.1147037,0.0011578
common,-2.774399,-3.020019,Camera,cam_bev_feat,1,487,0,1,00182,urban,0.2976599,0.002089308
common,-2.780351,-3.02035,Camera,cam_bev_feat,1,1134,0,1,00182,urban,0.5312731,8.063366e-07
common,-2.793181,-3.017382,Camera,cam_bev_feat,1,1404,0,1,00182,urban,0.1289883,0.008637314
common,-2.772366,-3.021032,Camera,cam_bev_feat,1,402,0,1,00182,urban,0.2333616,0.003667861
common,-2.779086,-3.019995,Camera,cam_bev_feat,1,1040,0,1,00182,urban,0.1184578,0.01686293
common,-2.781127,-3.021978,Camera,cam_bev_feat,1,1315,0,1,00182,urban,0.2261252,0.00144169
common,-2.779747,-3.019511,Camera,cam_bev_feat,1,1132,0,1,00182,urban,0.1682607,0.001031211
common,-2.780332,-3.01991,Camera,cam_bev_feat,1,1133,0,1,00182,urban,0.4720919,2.164502e-06
common,-2.777785,-3.014989,Camera,cam_bev_feat,0,1183,0,1,00182,urban,0.1848765,0.02708202
common,-2.783022,-3.022034,Camera,cam_bev_feat,0,889,0,1,00182,urban,0.168148,0.004391108
common,-2.782548,-3.019398,Camera,cam_bev_feat,0,1216,0,1,00182,urban,0.1289272,0.01140439
common,-2.756612,-3.033764,Camera,cam_bev_feat,0,1165,0,1,00182,urban,0.08417653,0.007577004
common,1.133847,1.821719,LiDAR,spatial_features_2d,1,487,0,1,00182,urban,0.2976599,0.9975876
common,-9.227278,4.351661,LiDAR,spatial_features_2d,1,1134,0,1,00182,urban,0.5312731,0.999999
common,2.126182,2.047106,LiDAR,spatial_features_2d,1,1404,0,1,00182,urban,0.1289883,0.9901673
common,1.923735,1.976128,LiDAR,spatial_features_2d,1,402,0,1,00182,urban,0.2333616,0.9956656
common,2.581045,2.122873,LiDAR,spatial_features_2d,1,1040,0,1,00182,urban,0.1184578,0.9809481
common,0.8090292,1.789646,LiDAR,spatial_features_2d,1,1315,0,1,00182,urban,0.2261252,0.9983204
common,0.3659267,1.751055,LiDAR,spatial_features_2d,1,1132,0,1,00182,urban,0.1682607,0.9988317
common,-6.723855,3.014648,LiDAR,spatial_features_2d,1,1133,0,1,00182,urban,0.4720919,0.9999976
common,2.644465,2.122656,LiDAR,spatial_features_2d,0,1183,0,1,00182,urban,0.1848765,0.9676877
common,1.5691,1.819892,LiDAR,spatial_features_2d,0,889,0,1,00182,urban,0.168148,0.9950004
common,2.708095,2.225397,LiDAR,spatial_features_2d,0,1216,0,1,00182,urban,0.1289272,0.9870197
common,1.809295,1.860657,LiDAR,spatial_features_2d,0,1165,0,1,00182,urban,0.08417653,0.9915546
common,-0.07462423,-0.1052594,4D Radar,bev_feat,1,487,0,1,00182,urban,0.2976599,0.0003230951
common,1.913827,0.02682734,4D Radar,bev_feat,1,1134,0,1,00182,urban,0.5312731,1.043596e-07
common,4.508673,0.7673392,4D Radar,bev_feat,1,1404,0,1,00182,urban,0.1289883,0.001195381
common,1.783277,-0.0126377,4D Radar,bev_feat,1,402,0,1,00182,urban,0.2333616,0.0006665618
common,5.375062,1.286578,4D Radar,bev_feat,1,1040,0,1,00182,urban,0.1184578,0.00218897
common,1.644604,-0.07966951,4D Radar,bev_feat,1,1315,0,1,00182,urban,0.2261252,0.0002378386
common,3.989521,0.5276234,4D Radar,bev_feat,1,1132,0,1,00182,urban,0.1682607,0.0001370898
common,2.746192,0.1280156,4D Radar,bev_feat,1,1133,0,1,00182,urban,0.4720919,2.612052e-07
common,2.661157,0.1149937,4D Radar,bev_feat,0,1183,0,1,00182,urban,0.1848765,0.005230309
common,2.679561,0.1124414,4D Radar,bev_feat,0,889,0,1,00182,urban,0.168148,0.0006084123
common,4.377092,0.6993539,4D Radar,bev_feat,0,1216,0,1,00182,urban,0.1289272,0.001575905
common,5.384097,1.272964,4D Radar,bev_feat,0,1165,0,1,00182,urban,0.08417653,0.0008684183
common,-2.771188,-3.022081,Camera,cam_bev_feat,1,492,1,1,00183,urban,0.1823235,0.007925929
common,-2.777933,-3.020964,Camera,cam_bev_feat,1,309,1,1,00183,urban,0.2018585,0.001580459
common,-2.770773,-3.02048,Camera,cam_bev_feat,1,486,1,1,00183,urban,0.3104772,0.0002201587
common,-2.779604,-3.020241,Camera,cam_bev_feat,1,306,1,1,00183,urban,0.1289414,0.004997756
common,-2.780998,-3.019681,Camera,cam_bev_feat,1,1220,1,1,00183,urban,0.7510496,1.233483e-07
common,-2.777649,-3.021033,Camera,cam_bev_feat,1,310,1,1,00183,urban,0.1993139,0.0008763616
common,-2.759711,-3.022811,Camera,cam_bev_feat,1,578,1,1,00183,urban,0.263334,0.01150876
common,-2.771159,-3.021597,Camera,cam_bev_feat,1,491,1,1,00183,urban,0.4410713,0.0001320399
common,-2.76382,-3.015691,Camera,cam_bev_feat,0,456,1,1,00183,urban,0.101799,0.0282266
common,-2.782337,-3.019544,Camera,cam_bev_feat,0,1125,1,1,00183,urban,0.1486019,0.004900774
common,-2.779062,-3.022246,Camera,cam_bev_feat,0,322,1,1,00183,urban,0.1095032,0.00304554
common,-2.779608,-3.017259,Camera,cam_bev_feat,0,1279,1,1,00183,urban,0.1147037,0.009639595
common,2.255288,2.008918,LiDAR,spatial_features_2d,1,492,1,1,00183,urban,0.1823235,0.990812
common,0.9625335,1.802689,LiDAR,spatial_features_2d,1,309,1,1,00183,urban,0.2018585,0.9981766
common,-1.236657,1.718172,LiDAR,spatial_features_2d,1,486,1,1,00183,urban,0.3104772,0.9997482
common,1.747771,1.924635,LiDAR,spatial_features_2d,1,306,1,1,00183,urban,0.1289414,0.9944042
common,-18.60373,13.8742,LiDAR,spatial_features_2d,1,1220,1,1,00183,urban,0.7510496,0.9999999
common,0.3776383,1.747176,LiDAR,spatial_features_2d,1,310,1,1,00183,urban,0.1993139,0.9989931
common,2.793485,2.217714,LiDAR,spatial_features_2d,1,578,1,1,00183,urban,0.263334,0.9866274
common,-1.932916,1.780165,LiDAR,spatial_features_2d,1,491,1,1,00183,urban,0.4410713,0.9998448
common,2.412266,2.037071,LiDAR,spatial_features_2d,0,456,1,1,00183,urban,0.101799,0.9670588
common,1.814886,1.969781,LiDAR,spatial_features_2d,0,1125,1,1,00183,urban,0.1486019,0.9944173
common,1.666347,1.874162,LiDAR,spatial_features_2d,0,322,1,1,00183,urban,0.1095032,0.9965708
common,2.008227,1.946118,LiDAR,spatial_features_2d,0,1279,1,1,00183,urban,0.1147037,0.9892026
common,2.74965,0.1678116,4D Radar,bev_feat,1,492,1,1,00183,urban,0.1823235,0.001262023
common,2.229183,0.002387716,4D Radar,bev_feat,1,309,1,1,00183,urban,0.2018585,0.0002429629
common,1.60808,-0.08044915,4D Radar,bev_feat,1,486,1,1,00183,urban,0.3104772,3.172329e-05
common,4.581767,0.8037604,4D Radar,bev_feat,1,306,1,1,00183,urban,0.1289414,0.000598049
common,1.78555,-0.06662308,4D Radar,bev_feat,1,1220,1,1,00183,urban,0.7510496,1.549654e-08
common,2.647907,0.1003202,4D Radar,bev_feat,1,310,1,1,00183,urban,0.1993139,0.0001305709
common,0.2664991,-0.1609278,4D Radar,bev_feat,1,578,1,1,00183,urban,0.263334,0.001863904
common,-2.224292,0.3287148,4D Radar,bev_feat,1,491,1,1,00183,urban,0.4410713,2.311135e-05
common,6.809074,2.584551,4D Radar,bev_feat,0,456,1,1,00183,urban,0.101799,0.004714706
common,3.628305,0.3806048,4D Radar,bev_feat,0,1125,1,1,00183,urban,0.1486019,0.0006819583
common,4.126303,0.5808454,4D Radar,bev_feat,0,322,1,1,00183,urban,0.1095032,0.0003836676
common,5.453204,1.310188,4D Radar,bev_feat,0,1279,1,1,00183,urban,0.1147037,0.0011578
unique,-9.988893,-7.006633,Camera,cam_bev_feat,1,487,0,1,00182,urban,0.2976599,0.002089308
unique,-9.980852,-7.035248,Camera,cam_bev_feat,1,1134,0,1,00182,urban,0.5312731,8.063366e-07
unique,-9.975557,-7.048022,Camera,cam_bev_feat,1,1404,0,1,00182,urban,0.1289883,0.008637314
unique,-9.989626,-7.000021,Camera,cam_bev_feat,1,402,0,1,00182,urban,0.2333616,0.003667861
unique,-9.983103,-7.02702,Camera,cam_bev_feat,1,1040,0,1,00182,urban,0.1184578,0.01686293
unique,-9.977799,-7.041079,Camera,cam_bev_feat,1,1315,0,1,00182,urban,0.2261252,0.00144169
unique,-9.983163,-7.027796,Camera,cam_bev_feat,1,1132,0,1,00182,urban,0.1682607,0.001031211
unique,-9.981907,-7.031722,Camera,cam_bev_feat,1,1133,0,1,00182,urban,0.4720919,2.164502e-06
unique,-9.988222,-6.999538,Camera,cam_bev_feat,0,1183,0,1,00182,urban,0.1848765,0.02708202
unique,-9.974713,-7.046533,Camera,cam_bev_feat,0,889,0,1,00182,urban,0.168148,0.004391108
unique,-9.981071,-7.032604,Camera,cam_bev_feat,0,1216,0,1,00182,urban,0.1289272,0.01140439
unique,-9.969624,-7.017813,Camera,cam_bev_feat,0,1165,0,1,00182,urban,0.08417653,0.007577004
unique,14.93025,-3.944638,LiDAR,spatial_features_2d,1,487,0,1,00182,urban,0.2976599,0.9975876
unique,4.691763,-0.1726485,LiDAR,spatial_features_2d,1,1134,0,1,00182,urban,0.5312731,0.999999
unique,17.47626,-4.313351,LiDAR,spatial_features_2d,1,1404,0,1,00182,urban,0.1289883,0.9901673
unique,14.90655,-3.933444,LiDAR,spatial_features_2d,1,402,0,1,00182,urban,0.2333616,0.9956656
unique,18.87717,-4.412868,LiDAR,spatial_features_2d,1,1040,0,1,00182,urban,0.1184578,0.9809481
unique,8.134871,-2.710613,LiDAR,spatial_features_2d,1,1315,0,1,00182,urban,0.2261252,0.9983204
unique,14.48121,-3.835284,LiDAR,spatial_features_2d,1,1132,0,1,00182,urban,0.1682607,0.9988317
unique,4.56949,-0.3795428,LiDAR,spatial_features_2d,1,1133,0,1,00182,urban,0.4720919,0.9999976
unique,19.48649,-4.455269,LiDAR,spatial_features_2d,0,1183,0,1,00182,urban,0.1848765,0.9676877
unique,1.465196,-0.9710261,LiDAR,spatial_features_2d,0,889,0,1,00182,urban,0.168148,0.9950004
unique,17.80813,-4.338004,LiDAR,spatial_features_2d,0,1216,0,1,00182,urban,0.1289272,0.9870197
unique,6.27795,-2.564792,LiDAR,spatial_features_2d,0,1165,0,1,00182,urban,0.08417653,0.9915546
unique,-3.172746,8.005192,4D Radar,bev_feat,1,487,0,1,00182,urban,0.2976599,0.0003230951
unique,-3.191718,9.287337,4D Radar,bev_feat,1,1134,0,1,00182,urban,0.5312731,1.043596e-07
unique,-1.775152,11.14506,4D Radar,bev_feat,1,1404,0,1,00182,urban,0.1289883,0.001195381
unique,-3.137933,8.938362,4D Radar,bev_feat,1,402,0,1,00182,urban,0.2333616,0.0006665618
unique,-1.31184,11.286,4D Radar,bev_feat,1,1040,0,1,00182,urban,0.1184578,0.00218897
unique,-3.131691,9.51621,4D Radar,bev_feat,1,1315,0,1,00182,urban,0.2261252,0.0002378386
unique,-2.241327,10.9217,4D Radar,bev_feat,1,1132,0,1,00182,urban,0.1682607,0.0001370898
unique,-2.798039,10.31408,4D Radar,bev_feat,1,1133,0,1,00182,urban,0.4720919,2.612052e-07
unique,-2.679183,10.54076,4D Radar,bev_feat,0,1183,0,1,00182,urban,0.1848765,0.005230309
unique,-2.846944,10.24653,4D Radar,bev_feat,0,889,0,1,00182,urban,0.168148,0.0006084123
unique,-1.885195,11.09023,4D Radar,bev_feat,0,1216,0,1,00182,urban,0.1289272,0.001575905
unique,-1.257262,11.26616,4D Radar,bev_feat,0,1165,0,1,00182,urban,0.08417653,0.0008684183
unique,-9.986457,-7.012225,Camera,cam_bev_feat,1,492,1,1,00183,urban,0.1823235,0.007925929
unique,-9.982589,-7.027837,Camera,cam_bev_feat,1,309,1,1,00183,urban,0.2018585,0.001580459
unique,-9.989856,-7.002605,Camera,cam_bev_feat,1,486,1,1,00183,urban,0.3104772,0.0002201587
unique,-9.981556,-7.033577,Camera,cam_bev_feat,1,306,1,1,00183,urban,0.1289414,0.004997756
unique,-9.982156,-7.029163,Camera,cam_bev_feat,1,1220,1,1,00183,urban,0.7510496,1.233483e-07
unique,-9.982934,-7.025929,Camera,cam_bev_feat,1,310,1,1,00183,urban,0.1993139,0.0008763616
unique,-9.994286,-6.979814,Camera,cam_bev_feat,1,578,1,1,00183,urban,0.263334,0.01150876
unique,-9.987474,-7.009618,Camera,cam_bev_feat,1,491,1,1,00183,urban,0.4410713,0.0001320399
unique,-9.993978,-6.952016,Camera,cam_bev_feat,0,456,1,1,00183,urban,0.101799,0.0282266
unique,-9.979866,-7.038778,Camera,cam_bev_feat,0,1125,1,1,00183,urban,0.1486019,0.004900774
unique,-9.978584,-7.038154,Camera,cam_bev_feat,0,322,1,1,00183,urban,0.1095032,0.00304554
unique,-9.987864,-7.008281,Camera,cam_bev_feat,0,1279,1,1,00183,urban,0.1147037,0.009639595
unique,14.84257,-4.123301,LiDAR,spatial_features_2d,1,492,1,1,00183,urban,0.1823235,0.990812
unique,12.88048,-3.668581,LiDAR,spatial_features_2d,1,309,1,1,00183,urban,0.2018585,0.9981766
unique,8.944188,-2.53108,LiDAR,spatial_features_2d,1,486,1,1,00183,urban,0.3104772,0.9997482
unique,16.28801,-4.176166,LiDAR,spatial_features_2d,1,306,1,1,00183,urban,0.1289414,0.9944042
unique,5.632258,1.180842,LiDAR,spatial_features_2d,1,1220,1,1,00183,urban,0.7510496,0.9999999
unique,11.04159,-3.254036,LiDAR,spatial_features_2d,1,310,1,1,00183,urban,0.1993139,0.9989931
unique,18.56303,-4.381997,LiDAR,spatial_features_2d,1,578,1,1,00183,urban,0.263334,0.9866274
unique,8.44658,-2.202151,LiDAR,spatial_features_2d,1,491,1,1,00183,urban,0.4410713,0.9998448
unique,19.44547,-4.479904,LiDAR,spatial_features_2d,0,456,1,1,00183,urban,0.101799,0.9670588
unique,16.13488,-4.152995,LiDAR,spatial_features_2d,0,1125,1,1,00183,urban,0.1486019,0.9944173
unique,5.379003,-2.117565,LiDAR,spatial_features_2d,0,322,1,1,00183,urban,0.1095032,0.9965708
unique,17.28353,-4.353885,LiDAR,spatial_features_2d,0,1279,1,1,00183,urban,0.1147037,0.9892026
unique,-3.034826,9.750001,4D Radar,bev_feat,1,492,1,1,00183,urban,0.1823235,0.001262023
unique,-2.901401,10.10559,4D Radar,bev_feat,1,309,1,1,00183,urban,0.2018585,0.0002429629
unique,-3.081169,9.551661,4D Radar,bev_feat,1,486,1,1,00183,urban,0.3104772,3.172329e-05
unique,-1.877247,11.09004,4D Radar,bev_feat,1,306,1,1,00183,urban,0.1289414,0.000598049
unique,-3.091427,9.691009,4D Radar,bev_feat,1,1220,1,1,00183,urban,0.7510496,1.549654e-08
unique,-2.81864,10.27047,4D Radar,bev_feat,1,310,1,1,00183,urban,0.1993139,0.0001305709
unique,-3.171031,8.568697,4D Radar,bev_feat,1,578,1,1,00183,urban,0.263334,0.001863904
unique,-2.917819,6.670213,4D Radar,bev_feat,1,491,1,1,00183,urban,0.4410713,2.311135e-05
unique,-0.5332429,11.40396,4D Radar,bev_feat,0,456,1,1,00183,urban,0.101799,0.004714706
unique,-2.318999,10.85905,4D Radar,bev_feat,0,1125,1,1,00183,urban,0.1486019,0.0006819583
unique,-2.013249,11.01869,4D Radar,bev_feat,0,322,1,1,00183,urban,0.1095032,0.0003836676
unique,-1.196715,11.22734,4D Radar,bev_feat,0,1279,1,1,00183,urban,0.1147037,0.0011578
